cycle;started_at;ended_at;daemon_stop_reason;attempts_before;attempts_after;real_runs_before;real_runs_after;best_near_valid_before;best_near_valid_after;best_valid_after;expansion_done;repair_done;next_axis
110;2026-05-27T23:56:10.003592+00:00;2026-05-27T23:56:54.759467+00:00;no_new_non_duplicate_strategies;34;34;33;33;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;cagr_repair_under_dd20
111;2026-05-27T23:57:47.308670+00:00;2026-05-27T23:58:32.100011+00:00;no_new_non_duplicate_strategies;34;34;33;33;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;cagr_repair_under_dd20
112;2026-05-27T23:59:24.896505+00:00;2026-05-28T00:00:09.351922+00:00;no_new_non_duplicate_strategies;34;34;33;33;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;cagr_repair_under_dd20
113;2026-05-28T00:01:02.384503+00:00;2026-05-28T00:01:47.109457+00:00;no_new_non_duplicate_strategies;34;34;33;33;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;cagr_repair_under_dd20
114;2026-05-28T00:02:39.695084+00:00;2026-05-28T00:03:23.903867+00:00;no_new_non_duplicate_strategies;34;34;33;33;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;cagr_repair_under_dd20
115;2026-05-28T00:04:16.318076+00:00;2026-05-28T00:05:00.912908+00:00;no_new_non_duplicate_strategies;34;34;33;33;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;cagr_repair_under_dd20
116;2026-05-28T00:05:53.656226+00:00;2026-05-28T00:06:38.066821+00:00;no_new_non_duplicate_strategies;34;34;33;33;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;cagr_repair_under_dd20
117;2026-05-28T00:07:30.686174+00:00;2026-05-28T00:13:26.526278+00:00;no_new_non_duplicate_strategies;34;35;33;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;dd_rescue_for_high_cagr
118;2026-05-28T00:14:19.779520+00:00;2026-05-28T00:15:13.782459+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;annual_consistency_repair
119;2026-05-28T00:16:08.384732+00:00;2026-05-28T00:16:59.349402+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
120;2026-05-28T00:17:53.595985+00:00;2026-05-28T00:18:46.929634+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
121;2026-05-28T00:19:40.241201+00:00;2026-05-28T00:20:32.420554+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
122;2026-05-28T00:21:26.210228+00:00;2026-05-28T00:22:14.574505+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
123;2026-05-28T00:23:11.605935+00:00;2026-05-28T00:24:02.982296+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
124;2026-05-28T00:25:05.025065+00:00;2026-05-28T00:26:00.718411+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
125;2026-05-28T00:26:53.666207+00:00;2026-05-28T00:27:45.388412+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
126;2026-05-28T00:28:43.278621+00:00;2026-05-28T00:29:31.371056+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
127;2026-05-28T00:30:23.987896+00:00;2026-05-28T00:31:14.223548+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
128;2026-05-28T00:32:09.008611+00:00;2026-05-28T00:32:59.904871+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
129;2026-05-28T00:33:53.175293+00:00;2026-05-28T00:34:53.150732+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
130;2026-05-28T00:35:49.569794+00:00;2026-05-28T00:36:40.955900+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
131;2026-05-28T00:37:34.992522+00:00;2026-05-28T00:38:23.358063+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
132;2026-05-28T01:12:55.167787+00:00;2026-05-28T01:13:42.358900+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
133;2026-05-28T01:14:36.545198+00:00;2026-05-28T01:15:31.938769+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
134;2026-05-28T01:16:33.574755+00:00;2026-05-28T01:17:48.641900+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
135;2026-05-28T01:18:48.990344+00:00;2026-05-28T01:19:38.886965+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
136;2026-05-28T01:20:39.609677+00:00;2026-05-28T01:21:30.285627+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
137;2026-05-28T01:22:24.170478+00:00;2026-05-28T01:23:17.492127+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
138;2026-05-28T01:24:09.965977+00:00;2026-05-28T01:24:55.326121+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
139;2026-05-28T01:25:47.828474+00:00;2026-05-28T01:26:35.928575+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
140;2026-05-28T01:27:31.297893+00:00;2026-05-28T01:28:33.734808+00:00;no_new_non_duplicate_strategies;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
141;2026-05-28T01:29:32.484165+00:00;2026-05-28T01:30:24.533676+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
142;2026-05-28T01:31:20.001281+00:00;2026-05-28T01:32:09.197659+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
143;2026-05-28T01:33:04.361954+00:00;2026-05-28T01:33:47.922144+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
144;2026-05-28T01:34:39.986187+00:00;2026-05-28T01:35:24.528425+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
145;2026-05-28T01:36:16.359536+00:00;2026-05-28T01:37:00.320076+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
146;2026-05-28T01:37:52.578503+00:00;2026-05-28T01:38:36.202957+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
147;2026-05-28T01:39:28.177452+00:00;2026-05-28T01:40:12.012279+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
148;2026-05-28T01:41:04.378813+00:00;2026-05-28T01:41:52.658086+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
149;2026-05-28T01:42:48.794412+00:00;2026-05-28T01:43:35.894146+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
150;2026-05-28T01:44:28.443883+00:00;2026-05-28T01:45:16.785482+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
151;2026-05-28T01:46:12.224183+00:00;2026-05-28T01:47:05.158381+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
152;2026-05-28T01:48:12.825407+00:00;2026-05-28T01:49:26.410337+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
153;2026-05-28T01:50:23.075581+00:00;2026-05-28T01:51:10.275129+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
154;2026-05-28T01:52:03.431909+00:00;2026-05-28T01:52:50.557378+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
